transaction_id,investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,kyc_status_valid
TXN00001595,INV004722,2024-01-26,118632,Lumpsum,217764,Haryana,Faridabad,B30,36-45,Female,29.7,Cheque,Verified,1
TXN00001596,INV004756,2024-01-26,119092,SIP,2836,Gujarat,Surat,T30,46-55,Male,41.1,UPI,Verified,1
TXN00001597,INV004786,2024-01-26,101208,SIP,12066,Rajasthan,Udaipur,B30,26-35,Male,10.3,UPI,Verified,1
TXN00001598,INV004807,2024-01-26,119120,Redemption,136162,Maharashtra,Mumbai,T30,36-45,Male,31.4,Mandate,Pending,1
TXN00001599,INV000022,2024-01-27,120841,Lumpsum,160895,Telangana,Hyderabad,T30,36-45,Male,37.4,Net Banking,Verified,1
TXN00001600,INV000081,2024-01-27,125497,SIP,10193,Gujarat,Surat,T30,36-45,Male,31.0,Cheque,Verified,1
TXN00001601,INV000174,2024-01-27,125498,SIP,1901,Karnataka,Bangalore,T30,36-45,Male,58.1,Cheque,Verified,1
TXN00001602,INV000181,2024-01-27,120503,Redemption,93635,Uttar Pradesh,Lucknow,T30,36-45,Male,36.2,Cheque,Verified,1
TXN00001603,INV000205,2024-01-27,148567,SIP,2006,Haryana,Faridabad,B30,18-25,Male,4.4,Mandate,Verified,1
TXN00001604,INV000226,2024-01-27,119598,Lumpsum,83326,West Bengal,Kolkata,T30,36-45,Female,39.3,Net Banking,Verified,1
TXN00001605,INV000305,2024-01-27,102886,SIP,7107,Rajasthan,Udaipur,B30,36-45,Male,21.4,Cheque,Verified,1
TXN00001606,INV000320,2024-01-27,118632,Lumpsum,517660,Uttar Pradesh,Kanpur,B30,26-35,Male,19.7,Mandate,Verified,1
TXN00001607,INV000451,2024-01-27,120506,Lumpsum,421478,Madhya Pradesh,Indore,T30,46-55,Male,23.4,Net Banking,Verified,1
TXN00001608,INV000458,2024-01-27,102886,Lumpsum,143213,Rajasthan,Udaipur,B30,56+,Male,18.9,Cheque,Verified,1
TXN00001609,INV000573,2024-01-27,100025,SIP,50371,Madhya Pradesh,Bhopal,B30,56+,Female,38.5,UPI,Pending,1
TXN00001610,INV000588,2024-01-27,119092,Lumpsum,97039,Gujarat,Surat,T30,36-45,Female,28.6,Net Banking,Verified,1
TXN00001611,INV000677,2024-01-27,118636,SIP,2045,Telangana,Hyderabad,T30,26-35,Male,16.6,Cheque,Verified,1
TXN00001612,INV000691,2024-01-27,120503,SIP,2997,Tamil Nadu,Chennai,T30,18-25,Female,7.8,UPI,Verified,1
TXN00001613,INV000718,2024-01-27,149324,SIP,433,Delhi,Gurugram,T30,26-35,Male,10.8,Mandate,Verified,1
TXN00001614,INV000853,2024-01-27,119598,SIP,2245,Punjab,Chandigarh,T30,26-35,Female,8.0,Mandate,Verified,1
TXN00001615,INV000860,2024-01-27,119551,SIP,5159,Madhya Pradesh,Bhopal,B30,36-45,Female,51.8,UPI,Verified,1
TXN00001616,INV000888,2024-01-27,120503,SIP,12268,Gujarat,Ahmedabad,T30,26-35,Male,21.9,Net Banking,Verified,1
TXN00001617,INV000894,2024-01-27,118633,Lumpsum,301697,Tamil Nadu,Coimbatore,B30,36-45,Female,32.0,UPI,Verified,1
TXN00001618,INV000898,2024-01-27,120841,Redemption,318693,West Bengal,Kolkata,T30,26-35,Male,19.1,Net Banking,Verified,1
TXN00001619,INV000984,2024-01-27,148568,Redemption,216213,Telangana,Hyderabad,T30,26-35,Male,20.9,Net Banking,Verified,1
TXN00001620,INV001002,2024-01-27,119599,Lumpsum,360422,Telangana,Hyderabad,T30,36-45,Male,52.5,Cheque,Verified,1
TXN00001621,INV001059,2024-01-27,120844,SIP,5210,Karnataka,Mysore,B30,26-35,Male,24.2,Cheque,Verified,1
TXN00001622,INV001124,2024-01-27,120841,Redemption,528420,Madhya Pradesh,Indore,T30,36-45,Male,39.0,UPI,Verified,1
TXN00001623,INV001141,2024-01-27,120503,SIP,426,West Bengal,Kolkata,T30,18-25,Female,3.0,Net Banking,Verified,1
TXN00001624,INV001188,2024-01-27,119598,SIP,9885,Delhi,New Delhi,T30,18-25,Male,7.9,UPI,Pending,1
TXN00001625,INV001223,2024-01-27,119093,SIP,55142,Punjab,Amritsar,B30,56+,Male,46.0,Mandate,Verified,1
TXN00001626,INV001234,2024-01-27,120505,SIP,56380,Uttar Pradesh,Agra,B30,26-35,Male,24.4,Cheque,Verified,1
TXN00001627,INV001318,2024-01-27,100016,SIP,2882,Telangana,Hyderabad,T30,36-45,Male,59.3,Cheque,Verified,1
TXN00001628,INV001468,2024-01-27,125498,SIP,2769,Tamil Nadu,Chennai,T30,26-35,Female,19.4,Net Banking,Verified,1
TXN00001629,INV001530,2024-01-27,119120,SIP,520,Telangana,Hyderabad,T30,26-35,Male,21.0,Cheque,Verified,1
TXN00001630,INV001540,2024-01-27,119094,SIP,2762,Maharashtra,Pune,T30,26-35,Female,17.3,Mandate,Verified,1
TXN00001631,INV001623,2024-01-27,120506,SIP,8288,Gujarat,Surat,T30,26-35,Female,17.3,Mandate,Verified,1
TXN00001632,INV001707,2024-01-27,118636,SIP,7872,Punjab,Chandigarh,T30,26-35,Male,9.5,Mandate,Verified,1
TXN00001633,INV001774,2024-01-27,119094,SIP,4085,Maharashtra,Nashik,B30,56+,Male,32.0,UPI,Verified,1
TXN00001634,INV001777,2024-01-27,119599,SIP,8032,West Bengal,Kolkata,T30,18-25,Female,7.6,Cheque,Verified,1
TXN00001635,INV001862,2024-01-27,149323,Lumpsum,460874,Delhi,Gurugram,T30,26-35,Male,17.5,Cheque,Verified,1
TXN00001636,INV001992,2024-01-27,118633,SIP,2237,Telangana,Hyderabad,T30,18-25,Male,3.3,Cheque,Verified,1
TXN00001637,INV002011,2024-01-27,149324,Redemption,402086,Tamil Nadu,Chennai,T30,36-45,Male,41.1,Mandate,Verified,1
TXN00001638,INV002143,2024-01-27,102885,Lumpsum,345959,Uttar Pradesh,Lucknow,T30,26-35,Male,11.8,Net Banking,Verified,1
TXN00001639,INV002201,2024-01-27,119598,SIP,1821,Haryana,Gurugram,T30,36-45,Male,34.5,Net Banking,Verified,1
TXN00001640,INV002243,2024-01-27,119095,Lumpsum,264080,Tamil Nadu,Coimbatore,B30,26-35,Male,7.8,Cheque,Verified,1
TXN00001641,INV002327,2024-01-27,101207,SIP,8203,Punjab,Amritsar,B30,26-35,Male,7.0,UPI,Pending,1
TXN00001642,INV002327,2024-01-27,118633,Lumpsum,213645,Punjab,Amritsar,B30,26-35,Male,7.0,Net Banking,Verified,1
TXN00001643,INV002346,2024-01-27,119092,Lumpsum,197892,Maharashtra,Mumbai,T30,36-45,Male,54.5,Cheque,Verified,1
TXN00001644,INV002440,2024-01-27,118634,SIP,11908,Karnataka,Bangalore,T30,18-25,Female,3.0,Mandate,Verified,1
TXN00001645,INV002440,2024-01-27,120843,Lumpsum,295290,Karnataka,Bangalore,T30,18-25,Female,3.0,Mandate,Verified,1
TXN00001646,INV002487,2024-01-27,118634,Redemption,286949,Punjab,Chandigarh,T30,26-35,Male,19.5,Net Banking,Verified,1
TXN00001647,INV002504,2024-01-27,101208,Lumpsum,255998,Madhya Pradesh,Bhopal,B30,26-35,Male,22.4,Net Banking,Verified,1
TXN00001648,INV002563,2024-01-27,101208,SIP,1067,Madhya Pradesh,Indore,T30,18-25,Female,6.8,UPI,Verified,1
TXN00001649,INV002600,2024-01-27,148569,SIP,27088,Madhya Pradesh,Bhopal,B30,36-45,Female,54.1,Mandate,Verified,1
TXN00001650,INV002662,2024-01-27,120843,SIP,4636,Tamil Nadu,Coimbatore,B30,26-35,Male,20.5,UPI,Verified,1
TXN00001651,INV002799,2024-01-27,119092,SIP,7469,Uttar Pradesh,Lucknow,T30,36-45,Male,50.5,Net Banking,Verified,1
TXN00001652,INV002861,2024-01-27,148567,SIP,899,Punjab,Amritsar,B30,56+,Female,79.7,Cheque,Verified,1
TXN00001653,INV002945,2024-01-27,120843,SIP,1154,Maharashtra,Nashik,B30,26-35,Male,15.6,UPI,Verified,1
TXN00001654,INV003004,2024-01-27,149324,SIP,2330,Tamil Nadu,Chennai,T30,46-55,Female,34.6,Mandate,Verified,1
TXN00001655,INV003108,2024-01-27,120841,SIP,2066,Gujarat,Ahmedabad,T30,26-35,Female,15.5,UPI,Verified,1
TXN00001656,INV003158,2024-01-27,102886,SIP,27483,Karnataka,Mysore,B30,26-35,Male,21.1,Cheque,Verified,1
TXN00001657,INV003361,2024-01-27,100033,Redemption,161575,Madhya Pradesh,Indore,T30,36-45,Male,19.9,Net Banking,Verified,1
TXN00001658,INV003478,2024-01-27,119093,SIP,10340,Punjab,Chandigarh,T30,26-35,Male,21.2,Cheque,Verified,1
TXN00001659,INV003509,2024-01-27,119552,SIP,4346,Haryana,Gurugram,T30,36-45,Male,14.5,Mandate,Verified,1
TXN00001660,INV003545,2024-01-27,118632,SIP,1976,Gujarat,Ahmedabad,T30,26-35,Female,15.7,UPI,Verified,1
TXN00001661,INV003564,2024-01-27,148567,SIP,27921,Telangana,Hyderabad,T30,18-25,Male,6.8,Cheque,Verified,1
TXN00001662,INV003666,2024-01-27,148569,SIP,1102,Gujarat,Surat,T30,18-25,Male,4.3,Cheque,Verified,1
TXN00001663,INV003737,2024-01-27,148567,SIP,55110,Punjab,Chandigarh,T30,18-25,Male,4.4,Net Banking,Verified,1
TXN00001664,INV003754,2024-01-27,118634,Lumpsum,549608,Delhi,New Delhi,T30,36-45,Female,23.2,Mandate,Verified,1
TXN00001665,INV003767,2024-01-27,119120,SIP,8329,Madhya Pradesh,Bhopal,B30,36-45,Female,13.6,UPI,Verified,1
TXN00001666,INV003840,2024-01-27,119095,SIP,44949,Rajasthan,Jaipur,T30,36-45,Male,54.6,UPI,Verified,1
TXN00001667,INV003970,2024-01-27,120507,Redemption,524733,Telangana,Hyderabad,T30,18-25,Male,4.1,UPI,Verified,1
TXN00001668,INV004191,2024-01-27,100016,SIP,5101,Maharashtra,Nashik,B30,26-35,Female,19.5,Mandate,Verified,1
TXN00001669,INV004232,2024-01-27,149323,SIP,7676,Tamil Nadu,Chennai,T30,26-35,Male,19.0,Net Banking,Verified,1
TXN00001670,INV004434,2024-01-27,100033,Lumpsum,155505,Gujarat,Surat,T30,46-55,Male,17.7,Net Banking,Verified,1
TXN00001671,INV004502,2024-01-27,148569,SIP,14220,Rajasthan,Udaipur,B30,36-45,Male,59.0,Mandate,Verified,1
TXN00001672,INV004590,2024-01-27,100025,SIP,3251,Rajasthan,Jaipur,T30,36-45,Male,22.7,UPI,Verified,1
TXN00001673,INV004638,2024-01-27,120841,Lumpsum,124823,Delhi,New Delhi,T30,26-35,Male,6.3,UPI,Verified,1
TXN00001674,INV004750,2024-01-27,119095,Lumpsum,94510,Madhya Pradesh,Bhopal,B30,26-35,Female,13.9,Mandate,Verified,1
TXN00001675,INV004847,2024-01-27,101207,SIP,2132,Maharashtra,Pune,T30,26-35,Female,7.0,Net Banking,Verified,1
TXN00001676,INV004887,2024-01-27,119120,Lumpsum,103332,Gujarat,Surat,T30,56+,Female,79.4,Net Banking,Verified,1
TXN00001677,INV004899,2024-01-27,101206,SIP,2494,Delhi,New Delhi,T30,36-45,Male,39.4,Cheque,Verified,1
TXN00001678,INV004986,2024-01-27,118633,SIP,10865,Madhya Pradesh,Bhopal,B30,26-35,Male,12.3,Cheque,Verified,1
TXN00001679,INV000026,2024-01-28,100033,Redemption,287100,West Bengal,Kolkata,T30,36-45,Male,29.5,Cheque,Verified,1
TXN00001680,INV000044,2024-01-28,149323,Lumpsum,171606,Karnataka,Mysore,B30,36-45,Male,34.9,Mandate,Verified,1
TXN00001681,INV000193,2024-01-28,101207,SIP,7383,Delhi,Gurugram,T30,26-35,Female,11.6,Cheque,Verified,1
TXN00001682,INV000349,2024-01-28,102887,Lumpsum,113097,Maharashtra,Mumbai,T30,18-25,Female,3.8,Net Banking,Verified,1
TXN00001683,INV000409,2024-01-28,149322,SIP,562,Delhi,New Delhi,T30,26-35,Male,10.7,Mandate,Verified,1
TXN00001684,INV000499,2024-01-28,119094,SIP,6785,Delhi,New Delhi,T30,36-45,Female,59.5,Mandate,Verified,1
TXN00001685,INV000507,2024-01-28,119120,Lumpsum,484663,Gujarat,Ahmedabad,T30,36-45,Male,44.1,Net Banking,Verified,1
TXN00001686,INV000555,2024-01-28,118634,Lumpsum,265528,Tamil Nadu,Coimbatore,B30,26-35,Female,24.6,Net Banking,Verified,1
TXN00001687,INV000557,2024-01-28,120507,SIP,992,West Bengal,Kolkata,T30,26-35,Male,10.3,Net Banking,Verified,1
TXN00001688,INV000657,2024-01-28,120842,SIP,41329,Tamil Nadu,Coimbatore,B30,26-35,Female,11.4,Net Banking,Verified,1
TXN00001689,INV000683,2024-01-28,120506,SIP,7482,Maharashtra,Mumbai,T30,26-35,Female,17.4,UPI,Verified,1
TXN00001690,INV000691,2024-01-28,119551,SIP,23892,Tamil Nadu,Chennai,T30,18-25,Female,7.8,Cheque,Verified,1
TXN00001691,INV000746,2024-01-28,125498,Lumpsum,102908,Madhya Pradesh,Bhopal,B30,36-45,Male,49.8,UPI,Verified,1
TXN00001692,INV000887,2024-01-28,119552,SIP,534,Tamil Nadu,Coimbatore,B30,36-45,Male,53.9,Net Banking,Verified,1
TXN00001693,INV000906,2024-01-28,119093,Lumpsum,214706,Maharashtra,Mumbai,T30,26-35,Male,20.7,Mandate,Verified,1
TXN00001694,INV001361,2024-01-28,120843,SIP,2589,West Bengal,Kolkata,T30,26-35,Female,21.1,Cheque,Pending,1
TXN00001695,INV001512,2024-01-28,118633,SIP,5229,Haryana,Gurugram,T30,46-55,Male,49.4,UPI,Verified,1
TXN00001696,INV001651,2024-01-28,100016,SIP,43304,Gujarat,Ahmedabad,T30,18-25,Male,4.1,UPI,Verified,1
TXN00001697,INV001921,2024-01-28,101208,SIP,15154,Gujarat,Surat,T30,26-35,Female,13.5,UPI,Verified,1
TXN00001698,INV002590,2024-01-28,120844,SIP,49252,West Bengal,Kolkata,T30,36-45,Male,45.1,UPI,Pending,1
TXN00001699,INV002684,2024-01-28,102887,SIP,567,Delhi,New Delhi,T30,36-45,Female,56.2,Cheque,Verified,1
TXN00001700,INV002758,2024-01-28,120506,Redemption,158275,Delhi,Gurugram,T30,26-35,Male,7.3,Net Banking,Verified,1
TXN00001701,INV002801,2024-01-28,148569,Redemption,459989,Madhya Pradesh,Indore,T30,18-25,Male,6.4,UPI,Verified,1
TXN00001702,INV002880,2024-01-28,120505,Lumpsum,105098,Madhya Pradesh,Indore,T30,26-35,Male,19.8,UPI,Verified,1
TXN00001703,INV003081,2024-01-28,120503,Redemption,223265,Delhi,Gurugram,T30,56+,Female,73.4,Cheque,Verified,1
TXN00001704,INV003142,2024-01-28,119120,SIP,8191,West Bengal,Kolkata,T30,26-35,Male,12.5,Net Banking,Verified,1
TXN00001705,INV003354,2024-01-28,149322,Lumpsum,406738,Punjab,Chandigarh,T30,46-55,Male,48.5,Mandate,Verified,1
TXN00001706,INV003375,2024-01-28,119093,Lumpsum,309250,Telangana,Hyderabad,T30,56+,Female,62.2,Cheque,Verified,1
TXN00001707,INV003397,2024-01-28,119094,Lumpsum,204205,Haryana,Faridabad,B30,26-35,Male,11.7,UPI,Verified,1
TXN00001708,INV003493,2024-01-28,118632,Redemption,415072,Gujarat,Surat,T30,18-25,Male,4.2,Net Banking,Verified,1
TXN00001709,INV003528,2024-01-28,120844,Lumpsum,380479,Madhya Pradesh,Bhopal,B30,18-25,Female,3.6,Net Banking,Verified,1
TXN00001710,INV003567,2024-01-28,101207,SIP,42618,Tamil Nadu,Chennai,T30,46-55,Male,76.1,UPI,Pending,1
TXN00001711,INV003604,2024-01-28,102887,SIP,565,Punjab,Chandigarh,T30,18-25,Female,7.4,UPI,Verified,1
TXN00001712,INV003613,2024-01-28,118634,SIP,5589,Punjab,Amritsar,B30,26-35,Male,13.5,UPI,Verified,1
TXN00001713,INV003635,2024-01-28,119552,SIP,21091,West Bengal,Kolkata,T30,56+,Female,55.1,Cheque,Verified,1
TXN00001714,INV003644,2024-01-28,149323,Redemption,459081,Gujarat,Ahmedabad,T30,26-35,Female,8.2,Net Banking,Verified,1
TXN00001715,INV003711,2024-01-28,102886,SIP,2257,Telangana,Hyderabad,T30,36-45,Female,13.1,UPI,Verified,1
TXN00001716,INV003716,2024-01-28,149323,SIP,8786,Uttar Pradesh,Kanpur,B30,36-45,Male,37.7,Net Banking,Verified,1
TXN00001717,INV003769,2024-01-28,119599,Redemption,401222,Gujarat,Ahmedabad,T30,46-55,Female,74.8,Cheque,Verified,1
TXN00001718,INV003958,2024-01-28,120841,Redemption,291190,Haryana,Faridabad,B30,18-25,Male,6.6,Cheque,Verified,1
TXN00001719,INV003990,2024-01-28,149322,Redemption,51636,Gujarat,Ahmedabad,T30,18-25,Male,5.3,Mandate,Verified,1
TXN00001720,INV004110,2024-01-28,149322,Lumpsum,149777,West Bengal,Kolkata,T30,18-25,Male,5.5,Mandate,Verified,1
TXN00001721,INV004112,2024-01-28,118635,SIP,1898,Madhya Pradesh,Bhopal,B30,46-55,Male,30.0,Cheque,Verified,1
TXN00001722,INV004223,2024-01-28,149322,SIP,29362,Uttar Pradesh,Agra,B30,36-45,Female,49.3,Net Banking,Verified,1
TXN00001723,INV004259,2024-01-28,148569,SIP,4170,Tamil Nadu,Chennai,T30,26-35,Female,24.3,Net Banking,Verified,1
TXN00001724,INV004359,2024-01-28,118635,Lumpsum,275749,Delhi,New Delhi,T30,26-35,Male,9.4,UPI,Pending,1
TXN00001725,INV004540,2024-01-28,118632,Redemption,49766,Punjab,Chandigarh,T30,36-45,Male,48.9,Net Banking,Verified,1
TXN00001726,INV004583,2024-01-28,125498,Redemption,77768,Maharashtra,Nashik,B30,26-35,Male,13.9,UPI,Pending,1
TXN00001727,INV004589,2024-01-28,119551,SIP,55251,Gujarat,Ahmedabad,T30,36-45,Male,14.4,Cheque,Verified,1
TXN00001728,INV004652,2024-01-28,118633,SIP,8992,Gujarat,Surat,T30,56+,Male,42.9,Cheque,Verified,1
TXN00001729,INV004683,2024-01-28,119599,SIP,22009,Madhya Pradesh,Indore,T30,26-35,Male,14.4,Mandate,Verified,1
TXN00001730,INV004740,2024-01-28,149324,SIP,5425,Tamil Nadu,Chennai,T30,56+,Male,43.4,Net Banking,Verified,1
TXN00001731,INV004766,2024-01-28,120504,SIP,801,Haryana,Gurugram,T30,56+,Male,29.3,Cheque,Verified,1
TXN00001732,INV004889,2024-01-28,119598,SIP,828,Rajasthan,Jaipur,T30,46-55,Male,34.5,Mandate,Verified,1
TXN00001733,INV004939,2024-01-28,101207,Lumpsum,153916,Punjab,Amritsar,B30,18-25,Male,4.7,Net Banking,Verified,1
TXN00001734,INV000076,2024-01-29,101207,Lumpsum,491534,Gujarat,Ahmedabad,T30,56+,Female,67.1,Cheque,Verified,1
TXN00001735,INV000154,2024-01-29,119598,Redemption,204672,Haryana,Faridabad,B30,36-45,Male,51.3,Net Banking,Verified,1
TXN00001736,INV000205,2024-01-29,120506,SIP,16529,Haryana,Faridabad,B30,18-25,Male,4.4,UPI,Pending,1
TXN00001737,INV000241,2024-01-29,119120,Redemption,153928,Telangana,Hyderabad,T30,26-35,Female,16.5,Cheque,Verified,1
TXN00001738,INV000263,2024-01-29,119094,SIP,42567,Madhya Pradesh,Bhopal,B30,56+,Male,21.8,Cheque,Verified,1
TXN00001739,INV000318,2024-01-29,119094,SIP,2128,Madhya Pradesh,Bhopal,B30,46-55,Female,47.5,Mandate,Verified,1
TXN00001740,INV000344,2024-01-29,120844,Lumpsum,282293,Madhya Pradesh,Bhopal,B30,36-45,Male,56.7,Mandate,Pending,1
TXN00001741,INV000354,2024-01-29,125498,SIP,8024,Telangana,Hyderabad,T30,26-35,Male,21.2,Cheque,Pending,1
TXN00001742,INV000403,2024-01-29,119095,Redemption,338162,Rajasthan,Jaipur,T30,18-25,Female,7.7,Net Banking,Verified,1
TXN00001743,INV000480,2024-01-29,101208,Redemption,354793,Maharashtra,Mumbai,T30,18-25,Male,6.2,Mandate,Pending,1
TXN00001744,INV000540,2024-01-29,119552,Lumpsum,467981,Tamil Nadu,Coimbatore,B30,26-35,Female,10.4,Cheque,Verified,1
TXN00001745,INV000616,2024-01-29,102885,Lumpsum,61713,Maharashtra,Nashik,B30,36-45,Male,50.4,UPI,Verified,1
TXN00001746,INV000767,2024-01-29,148568,Lumpsum,301458,Karnataka,Bangalore,T30,18-25,Female,5.2,Net Banking,Verified,1
TXN00001747,INV000779,2024-01-29,100016,Redemption,227885,Gujarat,Ahmedabad,T30,36-45,Male,35.3,Cheque,Pending,1
TXN00001748,INV001180,2024-01-29,120504,Redemption,253213,Telangana,Hyderabad,T30,26-35,Male,10.5,Mandate,Verified,1
TXN00001749,INV001308,2024-01-29,102885,SIP,2606,Rajasthan,Jaipur,T30,36-45,Male,19.3,Mandate,Verified,1
TXN00001750,INV001326,2024-01-29,101208,SIP,3026,Rajasthan,Udaipur,B30,46-55,Male,54.9,Mandate,Verified,1
TXN00001751,INV001346,2024-01-29,120843,SIP,4056,Gujarat,Surat,T30,18-25,Male,5.7,Net Banking,Verified,1
TXN00001752,INV001420,2024-01-29,120842,Lumpsum,422630,Rajasthan,Jaipur,T30,36-45,Male,32.2,UPI,Pending,1
TXN00001753,INV001545,2024-01-29,120505,SIP,1771,Madhya Pradesh,Bhopal,B30,26-35,Male,11.5,UPI,Verified,1
TXN00001754,INV001616,2024-01-29,120843,SIP,51853,Tamil Nadu,Chennai,T30,26-35,Male,23.2,Cheque,Verified,1
TXN00001755,INV001743,2024-01-29,149323,Redemption,429711,Telangana,Hyderabad,T30,26-35,Male,23.5,Cheque,Verified,1
TXN00001756,INV001810,2024-01-29,125498,Lumpsum,365282,Uttar Pradesh,Kanpur,B30,26-35,Female,10.1,Net Banking,Verified,1
TXN00001757,INV001858,2024-01-29,118636,Redemption,537314,Punjab,Amritsar,B30,36-45,Male,16.6,Net Banking,Verified,1
TXN00001758,INV001866,2024-01-29,120506,Redemption,72074,Telangana,Hyderabad,T30,36-45,Female,33.9,Cheque,Verified,1
TXN00001759,INV001878,2024-01-29,100033,Lumpsum,322624,West Bengal,Kolkata,T30,26-35,Male,7.8,Mandate,Pending,1
TXN00001760,INV001879,2024-01-29,120505,SIP,3190,Uttar Pradesh,Lucknow,T30,18-25,Female,6.3,Mandate,Verified,1
TXN00001761,INV002267,2024-01-29,101206,Redemption,132402,Haryana,Faridabad,B30,18-25,Male,4.7,UPI,Verified,1
TXN00001762,INV002461,2024-01-29,149324,SIP,10648,West Bengal,Kolkata,T30,26-35,Male,19.5,Net Banking,Verified,1
TXN00001763,INV002504,2024-01-29,119120,Redemption,242201,Madhya Pradesh,Bhopal,B30,26-35,Male,22.4,Cheque,Verified,1
TXN00001764,INV002622,2024-01-29,119120,SIP,2836,Karnataka,Mysore,B30,18-25,Female,4.0,UPI,Verified,1
TXN00001765,INV002640,2024-01-29,119551,SIP,8411,Haryana,Faridabad,B30,56+,Female,50.5,Net Banking,Pending,1
TXN00001766,INV002708,2024-01-29,118634,Lumpsum,182365,Karnataka,Mysore,B30,26-35,Male,14.0,UPI,Verified,1
TXN00001767,INV002745,2024-01-29,102886,Lumpsum,323327,Uttar Pradesh,Agra,B30,18-25,Male,7.6,UPI,Verified,1
TXN00001768,INV002870,2024-01-29,119552,SIP,552,Karnataka,Mysore,B30,26-35,Female,23.7,Mandate,Verified,1
TXN00001769,INV002979,2024-01-29,148567,SIP,871,Punjab,Chandigarh,T30,36-45,Female,56.2,Mandate,Verified,1
TXN00001770,INV003074,2024-01-29,100033,Lumpsum,358016,Haryana,Faridabad,B30,26-35,Male,8.3,Net Banking,Verified,1
TXN00001771,INV003150,2024-01-29,101208,SIP,5237,Gujarat,Ahmedabad,T30,26-35,Female,13.6,UPI,Pending,1
TXN00001772,INV003165,2024-01-29,119598,SIP,17187,Punjab,Amritsar,B30,26-35,Male,19.4,Cheque,Verified,1
TXN00001773,INV003220,2024-01-29,125498,SIP,7541,Madhya Pradesh,Bhopal,B30,26-35,Male,7.6,Mandate,Verified,1
TXN00001774,INV003235,2024-01-29,120841,Redemption,72257,Haryana,Faridabad,B30,56+,Male,19.0,Cheque,Verified,1
TXN00001775,INV003248,2024-01-29,118634,SIP,14060,Karnataka,Mysore,B30,26-35,Male,6.5,Mandate,Verified,1
TXN00001776,INV003249,2024-01-29,149323,SIP,2656,Punjab,Chandigarh,T30,36-45,Male,41.3,Net Banking,Verified,1
TXN00001777,INV003645,2024-01-29,120504,SIP,536,Punjab,Amritsar,B30,26-35,Male,13.4,Net Banking,Verified,1
TXN00001778,INV003689,2024-01-29,120507,Redemption,40117,Haryana,Gurugram,T30,46-55,Male,79.9,Cheque,Verified,1
TXN00001779,INV003735,2024-01-29,120505,Redemption,66273,Gujarat,Ahmedabad,T30,36-45,Female,13.9,Mandate,Verified,1
TXN00001780,INV003823,2024-01-29,118633,SIP,3042,Madhya Pradesh,Indore,T30,26-35,Male,10.5,Net Banking,Verified,1
TXN00001781,INV003859,2024-01-29,119599,Redemption,228465,Karnataka,Bangalore,T30,36-45,Male,28.5,Net Banking,Pending,1
TXN00001782,INV003925,2024-01-29,148569,SIP,444,Punjab,Amritsar,B30,26-35,Female,14.2,Cheque,Pending,1
TXN00001783,INV003937,2024-01-29,120506,Lumpsum,414169,Maharashtra,Nashik,B30,56+,Male,31.8,UPI,Verified,1
TXN00001784,INV004011,2024-01-29,148568,Redemption,417356,Punjab,Amritsar,B30,18-25,Female,5.0,Mandate,Verified,1
TXN00001785,INV004018,2024-01-29,119599,Redemption,531967,Punjab,Chandigarh,T30,56+,Male,47.9,UPI,Verified,1
TXN00001786,INV004019,2024-01-29,102885,Lumpsum,16034,Tamil Nadu,Chennai,T30,26-35,Male,20.9,Mandate,Verified,1
TXN00001787,INV004051,2024-01-29,119552,Lumpsum,283812,Rajasthan,Udaipur,B30,36-45,Female,28.8,Mandate,Pending,1
TXN00001788,INV004075,2024-01-29,125498,Lumpsum,82716,Rajasthan,Jaipur,T30,36-45,Male,56.5,UPI,Verified,1
TXN00001789,INV004196,2024-01-29,118636,SIP,21246,West Bengal,Kolkata,T30,46-55,Male,44.4,Mandate,Verified,1
TXN00001790,INV004278,2024-01-29,119120,Lumpsum,68875,Punjab,Chandigarh,T30,26-35,Male,21.8,Net Banking,Verified,1
TXN00001791,INV004294,2024-01-29,120841,Lumpsum,340995,Punjab,Chandigarh,T30,56+,Female,76.0,Mandate,Verified,1
TXN00001792,INV004310,2024-01-29,119598,SIP,2849,Telangana,Hyderabad,T30,36-45,Male,18.3,Cheque,Pending,1
TXN00001793,INV004413,2024-01-29,118636,SIP,2606,Maharashtra,Mumbai,T30,26-35,Male,14.7,Net Banking,Verified,1
TXN00001794,INV004421,2024-01-29,100016,SIP,25091,Punjab,Amritsar,B30,26-35,Male,20.5,Net Banking,Pending,1
TXN00001795,INV004439,2024-01-29,120503,Lumpsum,237499,Haryana,Faridabad,B30,26-35,Male,8.6,UPI,Verified,1
TXN00001796,INV004457,2024-01-29,148569,SIP,2440,Telangana,Hyderabad,T30,18-25,Male,6.7,Mandate,Verified,1
TXN00001797,INV004466,2024-01-29,119093,SIP,5009,Gujarat,Surat,T30,18-25,Female,3.7,Mandate,Verified,1
TXN00001798,INV004594,2024-01-29,119095,Lumpsum,357028,Haryana,Gurugram,T30,26-35,Female,9.8,Cheque,Verified,1
TXN00001799,INV004637,2024-01-29,148567,SIP,56834,Gujarat,Surat,T30,18-25,Male,6.8,UPI,Verified,1
TXN00001800,INV004741,2024-01-29,119120,SIP,1064,Telangana,Hyderabad,T30,26-35,Female,24.9,Net Banking,Verified,1
